,topic_name,topic_id,words
124,Эффективность и производительность,124,"экономическии, экономически, экономика, экономичность, капитальныи, экономныи, экономичныи, капитализация, экономия, экономист, эко, капитал, экопросвещение, рентабельность, капиталь, рентабельныи, экологичность, выгода, выгодныи, себестоимость, эффективность, экономбанк, прибыльность, эффективныи, доходность, обогатительныи, энергозатраты, экономить, волатильность, сбережение, эффективно, бенефициар, сэкономить, существенность, рациональныи, благосостояние, благоустроиство, затратныи, преобладание, финансовыи, дефицитныи, доходныи, акционерныи, потенциальныи, внешэкономбанк, трудозатрата, компетентность, деиствительныи, финансирование, инвестиционныи"
125,Отчетность и прозрачность,125,"открытость, открыто, инвестировать, открытыи, инвестпрограмма, покрывать, раскрывать, раскрыть, раскрываться, внешнии, принцип, инвестор, инвест, раскрытыи, опасность, информа, зарубежнефть, закрытие, политика, информирование, политик, инвестиция, покрытие, инвестирование, принципиально, информироваться, информировать, наружное, иностранныи, вскрытие, своевременность, учредить, своевременно, осведомленность, своевременныи, открыться, риска, закрыть, доверие, периодичность, открытие, момент, инвестмент, регулярно, пасность, секрет, покрыть, открыть, правило, закрытыи"
126,Эффективность и производительность,126,"фондовыи, нефть, фонд, субсидия, рентабельныи, ценовыи, денежныи, ресурсныи, экономически, экономическии, рентабельность, ция, пенсионныи, субсидирование, богатство, затратныи, вознаграждение, зарплатныи, территория, народныи, прибыльность, заработок, роснефть, инвестиционныи, добычныи, себестоимость, родныи, ценность, прожиточныи, река, оплачивать, столетие, обязанность, дивидендныи, ресурс, пенсия, ценообразование, спонсорство, ценныи, расовыи, числовои, ценовои, доходныи, отрабатывать, контрактныи, экономика, возведение, зация, рования, оплата"
127,Лидерство,127,"менеджер, менеджерскии, руководитель, директорат, директор, членство, управленческии, продлить, продление, исполнительныи, длительность, лидер, мотивировать, мотивация, долгосрочныи, лидерство, дирекция, долго, длина, менеджмент, администратор, управленец, лидерскии, дивиденд, сотрудник, режиссер, мотив, дивидендныи, начальник, долгов, мотивированныи, премия, элемент, акционер, отпуск, награда, исполнитель, долговременныи, подчинение, долговои, иерархия, компонент, руководство, подчиненныи, долголетие, орган, работник, организа, управляемость, член"
128,Отчетность и прозрачность,128,"аудит, аудитор, аудиторскии, аудировать, отчетности, бухгалтер, отчетность, бухгалтерия, подотчетность, бухгалтерскии, отчета, отчет, учет, отчетныи, учетныи, подотчетныи, счет, финансовыи, проверяться, ревизия, проверять, доверие, верификация, ревизионныи, финансово, доверенныи, счетныи, касса, наш, доклад, аккаунт, учредитель, контрольныи, удмуртскии, подсчет, кассовыи, учредительныи, председатель, стена, экспортныи, инспекция, контроль, подтверждение, аккредитация, зоря, проверка, экспорт, верить, достоверность, доверять"
129,Эффективность и производительность,129,"прибыльность, прибыль, ликвидация, доходныи, доходность, ликвидность, капитал, финансирование, финансовыи, капитализация, капиталь, финансово, прибыльныи, капитальныи, финансироваться, долгов, инвестиция, финансировать, дивиденд, финансы, дивидендныи, финанс, доходы, инвестиционныи, ликвидировать, рентабельность, задолженность, бухгалтер, долг, рассрочка, банкротство, доход, вырабатываться, лизинговыи, приток, фонд, отрабатываться, фондовыи, бухгалтерия, ликвидныи, реорганизация, должник, рентабельныи, экономика, функция, активизация, амортизация, ндфл, инфляция, разработать"
130,Отчетность и прозрачность,130,"отчетность, отчетности, отчет, открытость, отчета, завершать, открыто, завершение, доклад, полнота, подотчетность, себестоимость, целостность, закрывать, открыться, завершить, завершаться, открытыи, раскрывать, закрытие, раскрыть, гибкость, открываться, прозрачность, открывать, реагировать, завершиться, покрытие, раскрываться, повторяться, общественность, открыть, покрывать, отчетныи, реагирование, заключение, повторение, заверение, учет, общественныи, сопоставимость, принцип, обязательство, наружное, ресторан, закрытыи, публично, основатель, туризм, значимость"
131,Лидерство,131,"руководитель, лидер, менеджер, лидерство, периодичность, структура, длительность, начальник, руководство, длина, факторинг, глава, директорат, персонал, менеджерскии, структурныи, директор, лидерскии, фактор, инфраструктура, отчетность, председатель, штаб, коэффициент, структурировать, департамент, администратор, период, дивизион, режиссер, отдел, управленец, оглавление, субгруппа, управляемость, подчинение, подчиненныи, сотрудник, показатель, элемент, деление, административно, генеральныи, реорганизация, сегмент, иерархия, индивидуально, отчетности, отчет, отчета"
132,Отчетность и прозрачность,132,"приложение, прикладнои, применение, отчетность, отчетности, заявка, заявитель, отчета, заявление, подотчетность, отчет, взаиморасчет, изложение, вложение, взаимозачет, инвестпрограмма, применяться, наложение, гораздо, отчетныи, доклад, таблица, отложение, бухгалтер, утверждение, одобрение, отнесение, взаимодеиствие, интерактивныи, консолидация, нанесение, заявить, бухгалтерия, часто, аккредитация, возложение, субсидирование, счет, проявление, тия, храм, листинг, стол, взаимосвязь, упоминание, облигация, многократныи, внесение, просрочка, требование"
133,Инновации,133,"патент, патентныи, инвестиция, инвестиционныи, уникальность, инновационность, инвестирование, инвестировать, инновация, собственность, лицензирование, изобретение, инвест, лицензированныи, инвестпрограмма, инновационныи, эмитент, инвестпроект, инвентаризация, удостоверение, уникальныи, лицензия, инвестор, себестоимость, интеллект, инвестмент, реновация, возрождение, новация, открытость, достоинство, контент, инвестированныи, привилегия, объект, правомерность, лицензионныи, раскрыть, раскрывать, идентификация, продуктивность, единство, ресурсныи, признательность, знание, заявитель, капитал, изобретатель, открытие, компетентность"
134,Лидерство,134,"награда, звание, награждение, награднои, премия, федерация, наградить, медаль, лауреат, орден, честь, руководитель, должность, наставник, авторитет, иерархия, удостоверение, директор, преемник, лидер, мемориал, диплом, ветеран, полномочие, льгота, претендент, янтарьэнерго, кафедра, администратор, вознаграждение, академия, власть, уважение, мемориальныи, академик, разряд, губернатор, авторитетныи, академическии, стипендия, лидерство, энергия, дивиденд, номинальныи, памятник, начальник, льготныи, профессор, взнос, дипломныи"
135,Отчетность и прозрачность,135,"аудитор, аудит, аудиторскии, отчетность, аудировать, бухгалтер, отчетности, бухгалтерия, бухгалтерскии, подотчетность, отчета, наш, доверие, ревизия, верификация, обесценение, отчет, финансовыи, ревизионныи, счет, учет, расчетныи, инвентаризация, факторинг, объективность, компетентность, финансово, учетныи, взаимозачет, насаждение, достоверность, проверяться, ликвидность, отчетныи, взаиморасчет, учредитель, надежность, периодичность, себестоимость, подсчет, доверенныи, девальвация, ценность, уверенность, расчет, независимость, подотчетныи, проверять, доверять, фективность"
136,Лидерство,136,"директор, директорат, протокол, руководитель, управленческии, постановление, генеральныи, управленец, режиссер, собрание, дирекция, администрация, заседание, годовои, назначаться, совещание, менеджерскии, управляемыи, принятие, ассамблея, администратор, управляться, папа, приказ, возглавлять, согласиться, менеджер, административно, дивиденд, дивидендныи, ежегодно, оповещение, председатель, согласование, распоряжение, согласовать, управлять, назначать, печать, согласоваться, лидер, решать, должность, годовщина, согласие, решаться, советник, одобрить, отец, одобрение"
137,Эффективность и производительность,137,"расход, затрата, уменьшение, затратныи, сокращение, персонал, уменьшить, затратить, расходование, снизить, размер, уменьшать, расчетныи, численность, уменьшиться, сократить, сокращать, снижать, компенсация, расчет, пропорция, работник, сокращаться, пропорционально, уменьшаться, снижение, исчисление, сотрудник, понижение, компенсационныи, отчисление, расходныи, расходовать, снизиться, минимизация, экипаж, зарплата, снижаться, зачисление, зарплатныи, участие, масштабирование, сократиться, минимизировать, население, трудозатрата, вычислительныи, участник, человек, себестоимость"
138,Отчетность и прозрачность,138,"аудит, аудитор, аудиторскии, отчетность, отчетности, аудировать, подотчетность, отчета, бухгалтер, бухгалтерия, доверие, отчет, бухгалтерскии, отчетныи, проверяться, учет, проверять, наш, доверенныи, достоверность, финансовыи, подотчетныи, доверять, учетныи, ревизия, надежность, уверенность, доклад, счет, непрерывность, компетентность, ревизионныи, взаимозачет, музеиныи, обесценение, уверенныи, финансово, экспортныи, задолженность, разрушение, ответственность, монополия, владение, касса, зоря, удмуртскии, подтверждение, непрерывно, доказывать, убеждение"
139,Отчетность и прозрачность,139,"финансовыи, финансово, отчетность, отчетности, подотчетность, дефолт, учредить, отчета, ндфл, норматив, финансирование, стандартизация, отчет, нормативныи, принцип, стандартныи, бухгалтер, учредительныи, взаимозачет, гибко, финанс, ндт, финансы, интерфеис, гибкость, периодичность, учредитель, отчетныи, бухгалтерия, варьироваться, расчетныи, стандарт, амортизация, фундамент, ликвидность, финансироваться, монопольныи, финансировать, гибкии, правило, ошибка, ликвидация, основание, декларация, проявление, срок, взаиморасчет, дифференциация, единовременныи, принципиальныи"
140,Отчетность и прозрачность,140,"аудитор, аудит, аудиторскии, аудировать, отчетности, отчетность, бухгалтер, бухгалтерия, ревизия, проверяться, отчета, проверять, бухгалтерскии, отчет, инспекция, подотчетность, ревизионныи, монастырь, доверие, учет, контроль, касса, испытать, оповещение, проверка, контрольныи, коррупция, испытание, проверить, слушатель, соискатель, доверенныи, верификация, оркестр, заседание, доклад, отчетныи, доверять, наблюдатель, мониторинг, испытательныи, кассовыи, контролировать, монголия, моногород, звуковои, проверочныи, монополия, испытывать, зритель"
141,Дивиденды и акционеры,141,"акционер, акционерныи, аукцион, бумага, акция, рыночныи, внутреннии, инспекция, газета, инвестировать, театр, инвестор, дивидендныи, арбитражныи, спектакль, облигация, впечатление, внешнеторговыи, документооборот, документально, документальныи, поделиться, наблюдатель, дивиденд, публикация, театральныи, документарныи, авторитет, поверхностныи, папа, наблюдать, публиковаться, заседание, осведомленность, биржа, дворец, инвест, роль, документация, взаимныи, искреннии, металлоинвест, исполнительныи, лист, раскрытыи, наблюдаемость, сказка, открытость, заинтересовать, опубликование"
142,Дивиденды и акционеры,142,"акционер, собрание, заседание, аукцион, акционерныи, ассамблея, совещание, совещательныи, оповещение, акция, инспекция, собранныи, дивидендныи, дивиденд, выставка, наблюдатель, лидерство, преемник, дирекция, директорат, единовременныи, встреча, участие, саммит, генеральныи, монополия, редкии, навстречу, акциз, арбитражныи, лидер, инвестировать, своевременно, аудитория, федерация, рыночныи, девальвация, преференция, презентация, актуарныи, коллекция, быстрорастущии, сопровождение, наблюдать, своевременныи, одновременныи, звание, директор, инвест, секция"
143,Лидерство,143,"председатель, директор, руководитель, директорат, президент, президентскии, лидер, начальник, менеджер, администрация, управленец, режиссер, должность, менеджерскии, администратор, представитель, управленческии, дирекция, руководящии, исполнительныи, глава, советник, респондент, наставник, возглавлять, лидерство, административно, господдержка, лидерскии, штаб, оглавление, главныи, офицер, подчиненныи, преподаватель, исполнитель, генеральныи, руководство, депутат, учитель, прокуратура, подчинение, управляемыи, назначаться, секретариат, руководить, пассажир, заместитель, юрисдикция, координатор"
144,Дивиденды и акционеры,144,"дивиденд, дивидендныи, капитал, капитализация, капиталь, прибыль, акция, прибыльность, капитальныи, инвестиция, доходность, доходныи, доходы, вложить, инвестиционныи, владение, прибыльныи, доход, поделиться, инвестировать, ликвидация, наложить, разделять, инвестирование, выручка, девальвация, владеть, инвентаризация, акционерныи, изложить, разделение, убыток, акционер, вкладывать, непредвиденныи, холдинговыи, остаток, ликвидность, делить, активизация, участие, холдинг, выделение, делистинг, накладывать, информатизация, инвестированныи, депозитарии, потеря, победить"
145,Отчетность и прозрачность,145,"финансовыи, отчетность, отчетности, отчета, валюта, финансово, валютныи, отчет, функционально, функционал, функция, функциональныи, курс, бухгалтер, подотчетность, бухгалтерия, учетныи, отчетныи, взаимозачет, учет, дефолт, расчетныи, финансирование, функционировать, доклад, расчет, счет, бухгалтерскии, иностранныи, проявление, ликвидность, туркменистан, фективность, финансировать, финансы, финансироваться, периодичность, взаиморасчет, принцип, вексель, доходность, еврооблигация, финанс, экспорт, ликвидация, фабрикация, дивидендныи, курсовои, коррекция, курскии"
146,Дивиденды и акционеры,146,"акционер, дивиденд, дивидендныи, акционерныи, акция, инвестировать, инвестор, аукцион, инвест, инвестирование, инвестпрограмма, инвестмент, участие, заседание, металлоинвест, инвестиция, собрание, рыночныи, биржа, инвестпроект, инвестированныи, девальвация, поделиться, дукции, инвестиционныи, арбитражныи, непредвиденныи, разделять, совещание, краткосрочныи, реакция, победитель, позиция, оповещение, заинтересовать, заинтересован, акциз, разделение, вложить, короткии, наложить, выставка, роль, реагирование, преференция, презентация, выделение, инспекция, изложить, сегмент"
147,Отчетность и прозрачность,147,"отчетность, отчета, отчетности, аудит, отчет, аудировать, регулярно, регулярность, подотчетность, публичныи, аудитор, внутреннии, контролировать, повторяться, око, взрыв, формализация, отчетныи, доклад, реакция, турецкии, зал, тур, форма, аудиторскии, пеня, взрывнои, окно, проверяться, реформирование, завершать, формирование, паводок, турбинныи, турция, контрольныи, турбоагрегат, директива, декларирование, начаться, интенсивныи, диктовать, экспорт, бухгалтер, контроллинга, формироваться, экспортер, ревизия, неконтрольныи, учет"
148,Отчетность и прозрачность,148,"финансовыи, финансово, отчетности, отчетность, подотчетность, отчета, отчет, финансирование, отчетныи, финансы, финансироваться, финанс, финансировать, доклад, бухгалтер, бухгалтерия, аудит, учет, учетныи, нефинансовыи, аудиторскии, аудитор, бухгалтерскии, подотчетныи, взаимозачет, филармония, счет, фиабанка, финана, удмуртскии, доходность, доверие, стена, факультет, доходныи, стенка, удмуртия, аудировать, расчетныи, непрерывность, конец, моногород, окончательныи, взаиморасчет, монополия, доходы, чета, равновесие, всеобщии, зоря"
149,Управление рисками,149,"стабильныи, доверие, уверенныи, уверенность, надежность, агентство, надежныи, нестабильность, нестабильныи, стабильность, достоверность, уверенно, недвижимость, доверять, доверительныи, реагент, верификация, преддверие, реитинг, факторинг, реитинговыи, надежно, верить, постоянныи, суверенныи, номинальныи, позиция, надежда, реакторныи, стабильно, периодичность, брокер, инвестиционныи, амортизация, инвестировать, вера, валютныи, достоверныи, облигация, объективность, ожидание, надеяться, отражать, авторитетныи, убежденныи, еврооблигация, рациональныи, агентскии, недвижимыи, переоценка"
150,Дивиденды и акционеры,150,"дивидендныи, дивиденд, разделять, непредвиденныи, акционер, акция, поделиться, разделение, акционерныи, дукции, вложить, взаимныи, участие, наложить, разделить, конфликт, правильность, делить, вправе, победитель, инвестировать, прибыль, распределяться, конфликтныи, победить, раздельныи, прибыльность, справедливость, изложить, справедливыи, одновременныи, делиться, распределение, одновременно, инвестиция, разделительныи, параллельныи, единовременныи, выгода, арбитражныи, правильныи, режим, спектакль, выделение, распределить, выиграть, совпадать, отдельность, эмоция, распределять"
151,Эффективность и производительность,151,"финансовыи, стратегическии, стратегически, отчетности, финансово, отчетность, подотчетность, финансирование, стратегия, финансы, отчета, финанс, доклад, финансироваться, обеспеченность, отчет, финансировать, нефинансовыи, взаимозачет, экономическии, отчетныи, экономически, взаиморасчет, подотчетныи, экономичность, факторинг, экономика, бюджетирование, аудиторскии, учет, страхование, учетныи, аудитор, экономичныи, бюджетныи, экопросвещение, аналитика, фондовыи, бухгалтерскии, рентабельность, фонд, расчетныи, кредитование, бухгалтерия, доходность, металлургия, капитал, экономныи, ресурсныи, компетенция"
152,Антикоррупция,152,"коррупция, коррупционныи, принцип, круг, антикоррупция, кругом, принципиальныи, увольнение, политик, окружение, принципиально, корпоратив, коллектив, уволить, правомерность, политика, безработица, уволиться, работник, окружныи, профсоюз, инцидент, всесоюзныи, честность, солидарность, волонтерство, среда, норматив, ликвидность, вправе, сфера, радиус, форма, единство, центрифуга, евросоюз, гражданин, дискриминация, ликвидация, эколог, начать, круглогодичныи, основатель, объединиться, социологическии, формализация, нарушать, коллегия, коллега, округление"
153,Лидерство,153,"лицо, руководитель, директор, директорат, менеджер, лидер, администратор, столица, владелец, сторона, председатель, преемственность, начальник, лицевои, лидерство, менеджерскии, ответствен, административно, полномочие, банкротство, представитель, режиссер, фасад, родитель, длительность, власть, арбитражныи, субъект, ответственныи, личность, бенефициар, лицеи, главныи, владение, генеральныи, заместитель, комиссия, факультет, управляемость, управленец, должность, авторитет, исполнительныи, глава, департамент, капитал, факторинг, дирекция, собственник, членство"
154,Отчетность и прозрачность,154,"регистрационныи, аудитор, регистрация, аудит, аудиторскии, аудировать, реестр, регистрировать, регистратор, регистр, московскии, москва, рекордныи, рег, учет, свидетельство, ведомственныи, бухгалтерия, ревизия, ревизионныи, бухгалтер, удостоверение, кассовыи, отчетности, бухгалтерскии, ведомство, отчетность, подотчетность, резидент, касса, собственник, соискатель, рекорд, монголия, учетныи, ресертификация, проверяться, реорганизация, замосковныи, запись, проверять, доверенность, институт, административно, инспекция, мониторинговыи, отчета, мосбиржа, рекордно, аттестат"
155,Дивиденды и акционеры,155,"дивидендныи, дивиденд, непредвиденныи, акционер, разделять, собрание, заседание, акция, поделиться, разделение, вложить, наложить, акционерныи, монополия, ассамблея, инвестировать, еженедельныи, победитель, еженедельно, распределяться, единовременныи, изложить, выделение, участие, собранныи, дукции, мнение, лидер, разделить, инвестиция, режим, премия, награднои, награда, распределить, вкладывать, наградить, многократныи, накладывать, распределение, инвестирование, лидерство, одновременныи, деление, распределять, подразделение, совещание, металлоинвест, закладывать, инвестиционныи"
156,Лидерство,156,"председатель, федерация, руководитель, президент, лидер, президентскии, заместитель, депутат, администратор, лидерство, начальник, министр, губернатор, глава, лидерскии, иерархия, департамент, должность, главныи, власть, государственныи, директорат, инсаидер, проваидер, назначаться, коррупция, треидер, атомфлот, наблюдатель, федеральныи, профессор, наставник, коррупционныи, звание, старшеклассник, штаб, авторитет, неядерныи, термоядерныи, гос, секретарь, генеральныи, директор, преподаватель, правительство, дирекция, преемник, инстанция, претендент, единомышленник"
157,Инновации,157,"инновационныи, инновационность, инновация, новация, реновация, нововведение, новаторскии, возобновлять, новинка, возрождение, иванов, регенерация, нововоронеж, ретроспективныи, смирнов, модернизация, изобретение, регенерировать, воспроизводство, возобновление, творческии, вновь, новомосковскии, модернизировать, инвестирование, новгородэнерго, инвестировать, техногенныи, новорожденныи, возобновить, технолог, генерация, инициативныи, нововоронежскии, биотехнология, технологичныи, ивановскии, теперь, технология, низации, инициативность, реорганизовать, ныне, инвестированныи, реформирование, генерировать, технологическии, новоуральскии, инициатива, технологически"
158,Лидерство,158,"исполнительныи, управленческии, подчиненныи, директорат, управляемость, менеджмент, менеджер, менеджерскии, управленец, лидерство, лидер, режиссер, директор, подчинение, управляемыи, руководитель, управляться, управлять, секретариат, руководство, администратор, документооборот, иерархия, исполнитель, лидерскии, административно, дирекция, наблюдатель, организоваться, секретарь, начальник, акционер, спектакль, сказка, арбитражныи, наблюдать, драматическии, преемственность, надзор, организовывать, генеральныи, дикии, должность, дисциплинарныи, подчиняться, приказ, банкротство, взгляд, нравственныи, наблюдательныи"
159,Управление рисками,159,"страхование, страховои, страховщик, страховка, застраховать, риска, риск, опасность, аварииность, рисковои, авария, факторинг, пасность, ответственность, фактор, безопасность, повреждение, происшествие, катастрофа, обеспеченность, опасение, полис, событие, гарантииныи, коэффициент, травма, гарантия, опасныи, ущерб, аварииныи, разрушение, травмирование, травматизм, возникновение, обязательство, уверенность, луч, реактор, ректор, вознаграждение, гарантировать, кризисныи, реакторныи, отражаться, текст, преемственность, пожар, мероприятие, регенерация, ран"
160,Дивиденды и акционеры,160,"дивидендныи, дивиденд, взаимозачет, финансирование, финансовыи, взаиморасчет, взаимодеиствие, функция, взаимосвязанныи, функционал, финансово, депозитарии, разделение, инвестиция, доходность, финансы, инвестиционныи, депозит, доходныи, транзакция, финансировать, поток, взаимосвязь, функционировать, финансироваться, инвестирование, вексель, процесс, интерфакс, процессныи, депозитарныи, начисление, взаимопомощь, финанс, взаимоуважение, участие, инвестмент, зачисление, функционально, аванс, связанность, взаимовыгодныи, партнерство, работник, инвестированныи, инвест, акция, факторинг, фективность, платеж"
161,Управление рисками,161,"безопасность, пасность, защищенность, обеспеченность, безопасно, безопасныи, инвестиция, приоритетность, опасение, сохранность, инвестиционныи, охрана, приоритет, приоритетныи, опасность, уверенность, незащищенныи, защита, фундаментальныи, риска, открытость, тивность, охранныи, безопас, важность, надежность, важныи, риск, уверенно, содержание, опасныи, ность, аспект, уверенныи, секретариат, основное, защитныи, неопасныи, сторона, инвестпроект, сбережение, ценность, защитить, сохранение, содержаться, основнои, инвест, доверие, охранять, главныи"
162,Отчетность и прозрачность,162,"критерии, конкурентность, конкурс, конкурсныи, испытательныи, инвалидность, квалифицировать, конкурентныи, конкурент, травматизм, участник, кандидат, конкуренция, травма, нестандартныи, статистическии, испытание, аварииность, инвалид, недостаточность, кандидатура, несчастныи, столкнуться, травмирование, периодичность, статистика, респондент, смертность, категория, сталкиваться, событие, убыток, честность, награждение, повреждение, идентификация, правомерность, несоответствие, аттестация, претендент, стандартныи, экзаменационныи, ресертификация, стандарт, квалификация, аттестационныи, соревнование, наличие, инцидент, отчетность"
163,Лидерство,163,"директор, директорат, управленческии, водитель, руководитель, камаз, управляемыи, комитет, пешеходныи, вождение, постановление, управляемость, управленец, лидер, пассажирооборот, лидерскии, режиссер, дирекция, лидерство, инструктор, пассажирскии, дивидендныи, генеральныи, маршрутныи, председатель, менеджмент, менеджерскии, парковка, управлять, дивиденд, доска, депутат, администратор, управляться, менеджер, администрация, катание, пассажир, должность, руководство, папа, пао, заседание, начальник, исполнительныи, пании, секретарь, подчинение, подчиненныи, учитель"
164,Дивиденды и акционеры,164,"дивиденд, дивидендныи, акция, мотивация, мотивированныи, мотивировать, мотивационныи, мотив, акционер, направление, содеиствие, исполнение, акциз, воздеиствие, возложение, желание, непредвиденныи, акционерныи, выполнение, эмоция, намерение, стипендия, опция, амортизация, назначение, премия, целенаправленно, наложить, исполнительныи, деиствие, направленность, девальвация, вложить, разделение, дукции, стимулирование, выделение, факультет, награда, факторинг, насос, дирекция, подразделение, целеполагание, выступление, гибкость, изложить, деление, дифференциация, долгов"
